"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N"
"1400000US42101003902","Census Tract 39.02, Philadelphia County, Pennsylvania","5697","5449","5117","55","6","204","1","66","248","232","34","12","48","0","123","0","4","0","2","1","3","0","0","0","5","15","1","1","0","5","0","0","3","0","0","0","0","0","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101004001","Census Tract 40.01, Philadelphia County, Pennsylvania","4477","4270","3343","109","34","569","2","213","207","194","20","7","32","1","108","6","7","0","6","2","0","0","0","0","5","13","6","1","1","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004002","Census Tract 40.02, Philadelphia County, Pennsylvania","5359","5097","4051","60","8","692","6","280","262","254","40","16","37","7","142","0","4","0","5","0","0","3","0","0","0","6","2","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1400000US42101004101","Census Tract 41.01, Philadelphia County, Pennsylvania","7166","6692","1893","941","106","2289","2","1461","474","447","51","26","27","8","259","3","10","0","23","0","0","30","2","8","0","24","4","4","0","4","3","0","8","0","0","0","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US42101004103","Census Tract 41.03, Philadelphia County, Pennsylvania","4273","3998","1166","245","59","1644","0","884","275","255","44","11","35","0","110","0","24","0","3","0","0","9","4","15","0","14","2","3","1","5","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","5","0","1","3","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US42101004104","Census Tract 41.04, Philadelphia County, Pennsylvania","4561","4283","1594","283","33","1628","1","744","278","261","44","13","34","3","120","7","5","0","18","0","0","14","0","0","3","12","1","2","1","3","2","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101004201","Census Tract 42.01, Philadelphia County, Pennsylvania","5287","5030","4045","192","5","516","0","272","257","239","37","24","35","2","113","2","3","1","10","0","0","8","0","0","4","15","2","3","0","2","1","0","1","0","2","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","0","0","0"
"1400000US42101004202","Census Tract 42.02, Philadelphia County, Pennsylvania","5261","5013","3395","301","18","1048","2","249","248","230","48","33","51","9","57","3","10","0","5","0","0","4","4","6","0","15","4","2","0","3","0","0","1","0","2","0","0","0","3","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101005400","Census Tract 54, Philadelphia County, Pennsylvania","1191","1130","154","876","9","76","1","14","61","57","12","2","2","2","8","10","6","0","13","0","0","2","0","0","0","4","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101005500","Census Tract 55, Philadelphia County, Pennsylvania","5498","5332","414","4504","5","285","0","124","166","146","26","4","4","0","38","18","14","0","23","3","0","0","7","7","2","16","3","0","0","1","0","0","4","0","0","1","0","0","0","0","7","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101005600","Census Tract 56, Philadelphia County, Pennsylvania","1061","997","79","848","4","36","0","30","64","55","24","7","0","1","17","0","0","0","2","0","0","1","0","0","3","9","2","0","0","1","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006000","Census Tract 60, Philadelphia County, Pennsylvania","6607","6432","654","5034","17","617","0","110","175","155","38","1","2","0","29","20","24","2","35","0","0","1","0","0","3","16","9","0","0","3","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","4","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006100","Census Tract 61, Philadelphia County, Pennsylvania","3380","3278","280","2592","8","351","5","42","102","87","18","3","9","1","7","10","10","0","20","0","0","4","1","4","0","14","7","3","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006200","Census Tract 62, Philadelphia County, Pennsylvania","4498","4351","221","3742","6","230","0","152","147","141","49","18","7","0","13","22","11","0","20","1","0","0","0","0","0","5","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101006300","Census Tract 63, Philadelphia County, Pennsylvania","4022","3804","147","2928","6","496","0","227","218","205","52","1","17","2","58","18","31","0","25","1","0","0","0","0","0","10","2","0","1","0","0","1","2","1","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0"
"1400000US42101006400","Census Tract 64, Philadelphia County, Pennsylvania","4549","4413","180","3691","10","444","2","86","136","123","44","3","6","0","11","15","10","0","34","0","0","0","0","0","0","12","8","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006500","Census Tract 65, Philadelphia County, Pennsylvania","4663","4494","65","4289","12","50","0","78","169","148","40","2","0","0","12","43","23","3","22","0","0","0","0","3","0","18","16","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006600","Census Tract 66, Philadelphia County, Pennsylvania","3592","3420","125","2773","7","357","3","155","172","152","63","3","8","0","30","10","6","2","26","0","0","3","1","0","0","18","9","2","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101006700","Census Tract 67, Philadelphia County, Pennsylvania","7450","7176","473","5797","19","713","0","174","274","232","125","6","13","2","8","39","16","0","23","0","0","0","0","0","0","41","22","4","5","6","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007000","Census Tract 70, Philadelphia County, Pennsylvania","3892","3749","86","3534","19","26","6","78","143","121","43","3","1","0","7","33","15","3","16","0","0","0","0","0","0","18","9","0","0","6","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","4","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007101","Census Tract 71.01, Philadelphia County, Pennsylvania","2437","2340","125","2127","6","34","0","48","97","86","36","0","3","0","4","19","1","0","23","0","0","0","0","0","0","10","6","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007102","Census Tract 71.02, Philadelphia County, Pennsylvania","4674","4448","116","4226","18","19","0","69","226","189","81","1","0","1","20","49","7","1","27","0","0","0","0","1","1","21","11","0","0","0","0","1","4","0","0","1","0","0","1","0","2","0","0","0","0","1","16","0","0","8","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007200","Census Tract 72, Philadelphia County, Pennsylvania","4502","4357","121","4115","12","36","0","73","145","126","41","3","5","1","19","25","5","0","26","0","0","1","0","0","0","15","9","0","0","0","2","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0"
"1400000US42101007300","Census Tract 73, Philadelphia County, Pennsylvania","3207","3023","577","2307","6","75","3","55","184","157","44","5","21","0","41","13","11","0","20","0","0","2","0","0","0","25","10","1","1","7","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007400","Census Tract 74, Philadelphia County, Pennsylvania","4225","3994","515","3251","5","145","7","71","231","203","62","5","20","2","36","35","3","0","36","0","0","1","0","0","3","22","6","1","0","8","0","0","2","0","0","0","3","0","2","0","0","0","0","0","0","0","6","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007700","Census Tract 77, Philadelphia County, Pennsylvania","2302","2144","1041","520","9","521","2","51","158","149","23","10","37","0","55","10","1","1","5","0","0","2","1","4","0","6","1","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007800","Census Tract 78, Philadelphia County, Pennsylvania","4358","3994","2637","976","12","282","1","86","364","311","75","11","70","2","121","11","2","0","16","0","1","2","0","0","0","46","15","2","2","13","0","0","11","0","1","0","0","1","0","0","0","1","0","0","0","0","7","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101007900","Census Tract 79, Philadelphia County, Pennsylvania","4722","4283","2679","1087","6","405","1","105","439","401","58","19","103","1","177","15","6","0","15","3","0","1","0","3","0","33","8","11","0","11","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","5","2","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008000","Census Tract 80, Philadelphia County, Pennsylvania","3942","3686","1004","2491","13","96","2","80","256","215","55","8","30","2","37","35","13","2","26","0","0","1","0","6","0","32","20","0","1","1","0","0","4","0","1","0","0","0","3","0","2","0","0","0","0","0","9","5","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008101","Census Tract 81.01, Philadelphia County, Pennsylvania","2715","2587","106","2373","10","20","0","78","128","106","40","1","6","0","14","27","3","0","14","1","0","0","0","0","0","21","9","1","0","2","0","4","0","0","2","0","1","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008102","Census Tract 81.02, Philadelphia County, Pennsylvania","5034","4813","143","4531","19","52","4","64","221","196","73","4","0","0","13","53","14","3","36","0","0","0","0","0","0","22","15","5","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008200","Census Tract 82, Philadelphia County, Pennsylvania","6935","6661","113","6365","44","33","1","105","274","225","60","1","0","1","23","69","26","2","30","1","1","11","0","0","0","47","25","0","0","13","0","0","4","0","0","0","2","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1"
"1400000US42101008301","Census Tract 83.01, Philadelphia County, Pennsylvania","4310","4147","290","3663","15","98","2","79","163","149","53","3","8","0","13","35","9","0","24","3","0","0","0","1","0","14","5","3","0","3","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008302","Census Tract 83.02, Philadelphia County, Pennsylvania","4998","4773","184","4365","11","122","4","87","225","191","75","6","6","0","14","28","17","0","42","2","0","0","0","0","1","31","14","3","0","5","0","0","1","0","4","0","0","0","1","0","0","3","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008400","Census Tract 84, Philadelphia County, Pennsylvania","4611","4439","107","4134","24","113","3","58","172","159","68","2","6","0","15","22","8","2","32","3","0","0","1","0","0","12","6","0","0","1","1","0","0","0","0","0","1","0","1","2","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008500","Census Tract 85, Philadelphia County, Pennsylvania","6773","6441","710","5355","39","233","8","96","332","311","64","12","21","0","49","105","6","3","32","0","0","6","7","6","0","20","9","3","0","1","1","0","3","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008601","Census Tract 86.01, Philadelphia County, Pennsylvania","3212","2962","1615","850","13","390","0","94","250","224","50","3","46","0","89","12","9","0","13","0","0","0","0","1","1","20","2","1","0","5","3","0","5","3","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008602","Census Tract 86.02, Philadelphia County, Pennsylvania","3452","3198","887","1935","13","282","0","81","254","226","61","14","31","3","53","20","5","0","35","0","0","3","0","0","1","19","9","0","0","3","0","0","1","1","2","1","0","0","0","0","2","0","0","0","0","0","8","2","0","4","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1400000US42101008701","Census Tract 87.01, Philadelphia County, Pennsylvania","4347","4013","2260","568","12","1045","0","128","334","301","67","11","76","0","102","7","13","0","22","0","0","2","1","0","0","32","9","0","0","7","0","0","6","4","1","0","2","0","0","0","3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008702","Census Tract 87.02, Philadelphia County, Pennsylvania","3441","3169","1708","326","3","1048","0","84","272","246","40","13","77","1","104","4","2","0","2","2","0","1","0","0","0","21","7","3","0","5","0","0","3","0","2","0","0","0","0","0","1","0","0","0","0","0","5","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008801","Census Tract 88.01, Philadelphia County, Pennsylvania","1600","1487","612","144","5","689","3","34","113","101","12","1","32","0","47","2","1","1","2","1","0","0","0","0","2","11","2","3","0","1","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101008802","Census Tract 88.02, Philadelphia County, Pennsylvania","6580","6032","2845","844","12","2140","4","187","548","524","88","35","152","0","197","11","11","2","19","1","0","4","2","2","0","21","3","2","0","6","0","0","4","1","2","1","1","0","0","1","0","0","0","0","0","0","3","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009000","Census Tract 90, Philadelphia County, Pennsylvania","7694","7395","4783","736","8","1535","0","333","299","281","44","26","88","1","98","3","5","0","9","0","0","1","0","2","4","12","6","1","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009100","Census Tract 91, Philadelphia County, Pennsylvania","3934","3724","1506","1175","10","921","2","110","210","193","36","10","29","0","69","12","13","0","16","0","0","1","5","1","1","16","3","0","0","2","1","0","4","2","4","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009200","Census Tract 92, Philadelphia County, Pennsylvania","3974","3746","894","2172","13","563","4","100","228","197","54","14","28","1","30","21","8","0","30","6","0","1","0","2","2","29","15","1","0","4","1","0","2","0","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US42101009300","Census Tract 93, Philadelphia County, Pennsylvania","4261","4044","208","3693","10","55","0","78","217","189","72","2","16","0","26","31","2","3","33","2","0","2","0","0","0","20","17","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","8","2","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009400","Census Tract 94, Philadelphia County, Pennsylvania","3766","3622","75","3426","2","58","0","61","144","123","62","0","7","0","5","30","6","1","11","0","0","1","0","0","0","20","17","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009500","Census Tract 95, Philadelphia County, Pennsylvania","3289","3170","22","3070","18","14","0","46","119","111","47","0","0","0","7","41","4","2","10","0","0","0","0","0","0","7","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009600","Census Tract 96, Philadelphia County, Pennsylvania","4275","4085","70","3885","5","59","0","66","190","156","66","0","0","0","11","51","6","0","19","0","0","0","0","0","3","30","15","6","0","6","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","4","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009801","Census Tract 98.01, Philadelphia County, Pennsylvania","2206","2116","242","1796","4","48","0","26","90","78","34","1","0","0","15","4","5","9","5","0","0","1","0","4","0","11","2","1","0","1","0","0","0","0","5","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101009802","Census Tract 98.02, Philadelphia County, Pennsylvania","5495","5307","406","4747","14","70","0","70","188","162","53","0","7","0","35","21","6","3","31","0","0","0","3","3","0","23","9","1","0","9","1","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010000","Census Tract 100, Philadelphia County, Pennsylvania","4397","4244","276","3832","16","57","0","63","153","134","43","0","6","0","24","18","9","6","28","0","0","0","0","0","0","19","17","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010100","Census Tract 101, Philadelphia County, Pennsylvania","5640","5444","87","5180","17","46","4","110","196","169","40","3","3","0","16","56","5","1","40","0","0","1","0","2","2","19","13","2","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","8","3","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010200","Census Tract 102, Philadelphia County, Pennsylvania","3147","3017","50","2924","6","8","0","29","130","104","41","3","2","0","7","21","8","0","20","1","0","0","0","1","0","26","12","1","0","9","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010300","Census Tract 103, Philadelphia County, Pennsylvania","2572","2474","63","2341","7","19","1","43","98","85","38","1","0","0","10","22","0","0","13","0","0","1","0","0","0","10","8","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","1","1"
"1400000US42101010400","Census Tract 104, Philadelphia County, Pennsylvania","3573","3424","174","3159","7","27","0","57","149","137","79","1","0","1","6","19","8","3","19","0","0","0","0","1","0","11","7","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010500","Census Tract 105, Philadelphia County, Pennsylvania","3363","3225","96","2985","19","69","5","51","138","127","66","0","6","0","11","27","0","0","17","0","0","0","0","0","0","11","5","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010600","Census Tract 106, Philadelphia County, Pennsylvania","1476","1407","87","1182","12","92","0","34","69","57","26","0","9","0","3","11","1","0","3","0","0","1","2","1","0","12","0","4","1","5","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010700","Census Tract 107, Philadelphia County, Pennsylvania","3479","3283","207","2979","13","50","0","34","196","163","48","3","5","0","40","38","7","0","15","0","0","5","1","1","0","28","4","12","0","3","1","0","4","0","0","0","2","0","1","0","0","0","0","1","0","0","5","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010800","Census Tract 108, Philadelphia County, Pennsylvania","3936","3766","532","2962","6","192","6","68","170","144","50","4","9","0","31","19","4","0","19","2","2","0","0","2","2","21","4","0","0","11","0","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101010900","Census Tract 109, Philadelphia County, Pennsylvania","2641","2522","663","1605","7","205","0","42","119","101","36","7","18","0","22","1","0","0","14","0","0","0","0","3","0","17","10","1","1","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011000","Census Tract 110, Philadelphia County, Pennsylvania","3378","3238","174","2978","7","13","4","62","140","116","48","4","1","0","12","18","4","0","20","1","0","2","3","0","3","20","10","4","0","0","0","0","3","0","0","0","0","0","0","0","2","0","0","0","0","1","4","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011100","Census Tract 111, Philadelphia County, Pennsylvania","3537","3433","62","3283","14","16","0","58","104","99","43","1","5","0","7","18","7","0","12","0","0","6","0","0","0","5","3","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011200","Census Tract 112, Philadelphia County, Pennsylvania","5598","5406","49","5248","20","30","2","57","192","167","66","3","1","0","23","38","10","5","15","0","0","0","2","4","0","24","12","2","0","4","0","1","0","0","0","0","0","0","2","2","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011300","Census Tract 113, Philadelphia County, Pennsylvania","2834","2734","24","2678","5","6","1","20","100","81","20","3","15","0","5","21","6","0","6","0","0","3","2","0","0","14","7","0","1","0","1","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","5","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011400","Census Tract 114, Philadelphia County, Pennsylvania","6320","6075","150","5772","16","48","2","87","245","212","82","3","2","1","13","57","17","5","29","0","0","1","0","2","0","28","21","0","0","0","1","0","1","0","4","0","1","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011500","Census Tract 115, Philadelphia County, Pennsylvania","4104","3957","241","3627","6","20","1","62","147","136","36","3","4","0","34","20","8","1","24","0","0","1","0","5","0","11","5","1","0","1","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011700","Census Tract 117, Philadelphia County, Pennsylvania","1893","1816","864","618","12","251","2","69","77","71","29","6","5","3","14","9","2","0","1","0","0","0","0","2","0","5","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011800","Census Tract 118, Philadelphia County, Pennsylvania","5491","5303","230","4957","22","28","4","62","188","164","51","0","12","2","6","43","6","0","37","0","0","2","2","3","0","19","12","0","0","1","0","1","2","1","1","0","0","0","1","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101011900","Census Tract 119, Philadelphia County, Pennsylvania","5016","4815","197","4489","6","80","0","43","201","176","79","5","5","0","11","51","4","0","16","0","2","0","3","0","0","20","16","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101012000","Census Tract 120, Philadelphia County, Pennsylvania","1943","1843","530","1048","7","212","0","46","100","85","18","2","1","0","28","8","9","2","15","0","0","0","0","2","0","15","12","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101012100","Census Tract 121, Philadelphia County, Pennsylvania","2817","2680","650","1841","7","129","1","52","137","123","38","2","10","2","26","25","4","0","16","0","0","0","0","0","0","9","5","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","5","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101012201","Census Tract 122.01, Philadelphia County, Pennsylvania","2893","2718","911","1363","6","361","1","76","175","146","27","11","29","0","48","2","5","2","20","1","0","1","0","0","0","25","10","0","0","6","1","0","0","5","2","0","0","1","0","0","0","0","0","0","0","0","4","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101012203","Census Tract 122.03, Philadelphia County, Pennsylvania","658","591","280","143","0","155","1","12","67","51","11","2","8","0","26","0","0","1","2","0","0","0","1","0","0","16","2","0","5","0","0","0","0","0","1","0","2","1","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US42101012204","Census Tract 122.04, Philadelphia County, Pennsylvania","3694","3502","657","2628","3","149","5","60","192","178","43","2","31","0","44","35","7","0","10","0","0","3","0","3","0","14","11","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
